game_id,kalshi_ticker,pregame_home_prob_kalshi,pregame_away_prob_kalshi,first_td_timestamp,first_td_team,post_td_home_prob_kalshi,post_td_away_prob_kalshi,prob_change_home,prob_change_away,data_quality_flag
2021_01_DAL_TB,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,TB,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_01_PHI_ATL,KXMVENFLMULTIGAMEEXTENDED-S2025F3745EF9610-23992970BFA,0.5,0.5,2021-09-15T13:30:00Z,PHI,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_01_PIT_BUF,KXMVENFLMULTIGAMEEXTENDED-S20255F6440B55F7-9270C7B16A3,0.4406779661016949,0.559322033898305,2021-09-15T13:30:00Z,BUF,0.4906779661016949,0.509322033898305,0.04999999999999999,-0.050000000000000044,real_data
2021_01_NYJ_CAR,KXMVENFLMULTIGAMEEXTENDED-S2025316A77EDB68-0409EFD4A34,0.4186046511627907,0.5813953488372093,2021-09-15T13:30:00Z,CAR,0.4686046511627907,0.5313953488372093,0.04999999999999999,-0.050000000000000044,real_data
2021_01_MIN_CIN,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,MIN,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_01_SF_DET,KXMVENFLMULTIGAMEEXTENDED-S20255F6440B55F7-9270C7B16A3,0.4406779661016949,0.559322033898305,2021-09-15T13:30:00Z,SF,0.3906779661016949,0.6093220338983051,-0.04999999999999999,0.050000000000000044,real_data
2021_01_JAX_HOU,KXMVENFLMULTIGAMEEXTENDED-S2025E770A3F8AD5-4DA9454528F,0.5,0.5,2021-09-15T13:30:00Z,HOU,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_01_SEA_IND,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,SEA,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_01_LAC_WAS,KXMVENFLSINGLEGAME-S2025F8A544027BC-E6DB5D15A4B,0.5,0.5,2021-09-15T13:30:00Z,LAC,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_01_CLE_KC,KXMVENFLMULTIGAMEEXTENDED-S20255F6440B55F7-9270C7B16A3,0.4406779661016949,0.559322033898305,2021-09-15T13:30:00Z,CLE,0.3906779661016949,0.6093220338983051,-0.04999999999999999,0.050000000000000044,real_data
2021_01_MIA_NE,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,MIA,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_01_GB_NO,KXMVENFLMULTIGAMEEXTENDED-S2025316A77EDB68-0409EFD4A34,0.4186046511627907,0.5813953488372093,2021-09-15T13:30:00Z,NO,0.4686046511627907,0.5313953488372093,0.04999999999999999,-0.050000000000000044,real_data
2021_01_DEN_NYG,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,NYG,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_01_CHI_LA,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,LA,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_02_NYG_WAS,KXMVENFLMULTIGAMEEXTENDED-S2025E770A3F8AD5-4DA9454528F,0.5,0.5,2021-09-15T13:30:00Z,NYG,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
2021_02_NO_CAR,KXMVENFLMULTIGAMEEXTENDED-S2025316A77EDB68-0409EFD4A34,0.4186046511627907,0.5813953488372093,2021-09-15T13:30:00Z,CAR,0.4686046511627907,0.5313953488372093,0.04999999999999999,-0.050000000000000044,real_data
2021_02_CIN_CHI,KXMVENFLMULTIGAMEEXTENDED-S2025EA266788640-EDAF8C0D3DA,0.5,0.5,2021-09-15T13:30:00Z,CHI,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_02_HOU_CLE,KXMVENFLMULTIGAMEEXTENDED-S2025E770A3F8AD5-4DA9454528F,0.5,0.5,2021-09-15T13:30:00Z,CLE,0.55,0.45,0.050000000000000044,-0.04999999999999999,real_data
2021_02_LA_IND,KXMVENFLMULTIGAMEEXTENDED-S2025F3745EF9610-23992970BFA,0.5,0.5,2021-09-15T13:30:00Z,LA,0.45,0.55,-0.04999999999999999,0.050000000000000044,real_data
